term,label,wiki_news_sim_score,twitter_sim_score,tweet_yes_no,tweet_count,same_section_count,same_paragraph_count,same_sec_yes_no,same_para_yes_no,word_article_yes_no,word_article_count
cinder,1,0.34095633029937744,0.19578292965888974,1,41,64,11,1,1,1,47
lane,1,0.5173583626747131,0.4253484308719635,1,120776,4371,2060,1,1,1,5003
segway,1,0.4581187069416046,0.2040403187274933,1,45,21,22,1,1,1,2
walk-through,1,0.3860023319721222,0.07092531025409697,1,45,14,2,1,1,1,25
district,1,0.2992298603057861,0.21449607610702515,1,5607,3865,1293,1,1,1,5104
lay,1,0.2982033491134644,0.04976767301559448,1,76108,6255,1773,1,1,1,10099
arcade,1,0.42693275213241577,0.15768232941627502,1,736,529,201,1,1,1,623
refuge,1,0.33186256885528564,0.16010037064552307,1,2901,412,135,1,1,1,797
tout,1,0.2876567542552948,-0.03704409301280975,1,2117,186,23,1,1,1,408
path,1,0.4379143416881561,0.2387998104095459,1,98804,3601,2464,1,1,1,4570
processional,1,0.4430445432662964,0.1168137788772583,1,5,15,3,1,1,1,22
alley,1,0.43748992681503296,0.34655505418777466,1,13769,2307,606,1,1,1,4020
recreational,1,0.4971591830253601,0.2084687352180481,1,699,675,228,1,1,1,1224
safety,1,0.5071311593055725,0.3950765728950501,1,130031,2150,1104,1,1,1,2680
zone,1,0.3666490912437439,0.1868688464164734,1,29241,1930,1007,1,1,1,2657
bicycle,1,0.6266753673553467,0.4039557278156281,1,35146,2451,2053,1,1,1,2494
tractor,1,0.35579657554626465,0.2767506241798401,1,5291,751,124,1,1,1,1396
spine,1,0.3982027471065521,0.16420379281044006,1,555,107,50,1,1,1,177
jaywalker,1,0.5240232944488525,0.1310594379901886,1,1023,7,6,1,1,1,4
jaywalk,1,0.5054743289947511,0.09892985969781876,1,11042,34,45,1,1,1,29
rambler,1,0.4786865711212158,0.11875798553228377,1,131,40,4,1,1,1,33
hapless,1,0.4492630958557129,0.19553007185459134,1,169,13,3,1,1,1,19
observation,1,0.3491451740264893,0.2071745991706848,1,1438,321,61,1,1,1,600
underground,1,0.3938006162643433,0.17407755553722382,1,2943,1511,596,1,1,1,2021
central,1,0.4325370192527771,0.19117262959480288,1,6968,4926,1656,1,1,1,5534
handicapped,1,0.4388953745365143,0.2766919732093811,1,497,124,54,1,1,1,184
precinct,1,0.4167330861091614,0.2793626189231873,1,1474,463,255,1,1,1,662
passersby,1,0.4564104676246643,0.18854957818984985,1,22572,42,11,1,1,1,73
violation,1,0.2891620397567749,0.2917689085006714,1,4131,249,44,1,1,1,477
fatalities,1,0.42678847908973694,0.4522981643676758,1,20945,292,124,1,1,1,442
locomotion,1,0.3186952471733093,0.062097378075122826,1,47,15,3,1,1,1,26
terminal,1,0.3985139727592468,0.3010584115982056,1,1578,1342,390,1,1,1,1708
network,1,0.3444954454898834,0.1332239806652069,1,9675,2227,730,1,1,1,3476
walks,1,0.3945943713188171,0.240975484251976,1,118987,1129,775,1,1,1,1489
walk,1,0.45700803399086,0.3033678233623505,1,512238,5871,4113,1,1,1,6511
rambles,1,0.3551880717277527,0.028934367001056668,1,520,12,14,1,1,1,13
automobile,1,0.4991439878940582,0.3106532096862793,1,4860,1090,540,1,1,1,1494
intersection,1,0.5170462727546692,0.4741700887680054,1,48373,1849,863,1,1,1,2613
rush,1,0.3163241147994995,0.10435055196285248,1,18289,1060,206,1,1,1,1921
car,1,0.4841898679733277,0.34254539012908936,1,574986,11210,5035,1,1,1,12632
deck,1,0.3127379715442657,0.09735865890979767,1,2523,1204,490,1,1,1,1654
cop,1,0.4591463804244995,0.26752427220344543,1,33516,2033,408,1,1,1,3422
drive,1,0.39886382222175604,0.28746724128723145,1,308572,3902,1630,1,1,1,4273
auto,1,0.4463800191879273,0.22611239552497864,1,43529,2743,1074,1,1,1,3721
fatality,1,0.4699918627738953,0.3829072117805481,1,8348,119,44,1,1,1,178
hitting,1,0.35024383664131165,0.3017697334289551,1,26939,204,78,1,1,1,358
riverwalk,1,0.4784216284751892,0.2143632471561432,1,108,81,40,1,1,1,22
statue,1,0.35679787397384644,0.1567915678024292,1,1616,836,180,1,1,1,1459
track,1,0.4079935550689697,0.1795220673084259,1,17375,3848,1712,1,1,1,5592
lawn,1,0.3560143709182739,0.2546843886375427,1,881,438,138,1,1,1,620
solitary,1,0.4544465839862824,0.16661226749420166,1,90,41,2,1,1,1,81
feels,1,0.3141111135482788,0.01659978181123734,1,4589,101,25,1,1,1,191
rare,1,0.3880385160446167,0.06879296898841858,1,5185,724,166,1,1,1,1880
pavement,1,0.5828852653503418,0.3342270255088806,1,54719,535,255,1,1,1,686
fatal,1,0.4639340341091156,0.3245289623737335,1,60225,692,283,1,1,1,1038
injures,1,0.33636099100112915,0.4117103219032288,1,1097,41,2,1,1,1,64
tourist,1,0.5234452486038208,0.3799561262130737,1,4070,1335,395,1,1,1,2264
yellow,1,0.4097089171409607,0.226375475525856,1,6844,731,154,1,1,1,1119
collisions,1,0.4208430051803589,0.362566202878952,1,10488,248,135,1,1,1,329
interstate,1,0.3952190577983856,0.4552021026611328,1,2178,916,223,1,1,1,329
elderly,1,0.3884234130382538,0.3690775334835053,1,9100,234,44,1,1,1,476
male,1,0.4282265603542328,0.12351617962121965,1,18847,881,166,1,1,1,2417
purposes,1,0.2943447828292847,0.1192065179347992,1,702,647,99,1,1,1,1474
suspension,1,0.35759037733078003,0.2424273043870926,1,9902,691,290,1,1,1,887
tunnel,1,0.4064822793006897,0.372067928314209,1,11748,2276,1282,1,1,1,2540
island,1,0.3189829289913177,0.14583197236061096,1,6849,2843,1017,1,1,1,2454
hit,1,0.31730908155441284,0.2913668155670166,1,293106,6400,1972,1,1,1,9800
ped,1,0.4956855177879334,0.2736833691596985,1,2942539,23311,28866,1,1,1,18719
earthbound,1,0.4946476519107818,0.1417500376701355,1,5,2,0,1,0,1,1
directional,1,0.5057755708694458,0.20508630573749545,1,813,195,52,1,1,1,341
bailey,1,0.26726472377777105,0.11006200313568117,1,289,175,31,1,1,1,60
famous,1,0.3684180974960327,0.19721370935440066,1,2682,1254,260,1,1,1,2735
careless,1,0.4941366314888001,0.15450546145439148,1,3055,60,20,1,1,1,80
golfer,1,0.3660517930984497,0.18116699159145355,1,67,29,2,1,1,1,160
improvements,1,0.4285108149051666,0.2149079591035843,1,11819,1005,356,1,1,1,1685
muse,1,0.3681023120880127,0.03516843914985657,1,1425,2357,509,1,1,1,2675
single,1,0.3973605334758759,0.0997134894132614,1,12060,2805,668,1,1,1,5055
area,1,0.376299262046814,0.27034699916839605,1,88650,9498,4323,1,1,1,11833
deaths,1,0.32171630859375,0.3773216009140015,1,50743,490,154,1,1,1,871
hurrying,1,0.3103717565536499,0.2180737406015396,1,93,5,1,1,1,1,14
expressway,1,0.4677615463733673,0.4007430970668793,1,2223,655,178,1,1,1,501
injuries,1,0.3788763880729675,0.4638683795928955,1,29532,662,216,1,1,1,1028
ramp,1,0.4510316550731659,0.4256921410560608,1,13986,1350,513,1,1,1,2004
observes,1,0.2637956142425537,0.12584666907787326,1,46,31,4,1,1,1,62
lonely,1,0.3619716167449951,0.13258257508277893,1,435,56,4,1,1,1,50
crossings,1,0.4876534044742584,0.3980353772640228,1,49557,946,667,1,1,1,1365
yield,1,0.3533512353897095,0.08167888224124907,1,16391,308,88,1,1,1,614
duty,1,0.310028076171875,0.14798521995544436,1,4477,409,60,1,1,1,710
tower,1,0.34727853536605835,0.20119215548038485,1,2034,2778,812,1,1,1,3357
segregation,1,0.3202950954437256,0.2001660168170929,1,588,95,23,1,1,1,232
trails,1,0.3794060349464417,0.2601141929626465,1,3748,792,389,1,1,1,1073
fender,1,0.4258062243461609,0.17637744545936584,1,2023,272,32,1,1,1,586
lampost,1,0.4487811028957367,0.16850906610488892,1,52,1,0,1,0,1,1
sound,1,0.4204379916191101,0.1565553992986679,1,62547,1127,333,1,1,1,1673
facing,1,0.29689186811447144,0.28362447023391724,1,5711,993,253,1,1,1,1761
dynamics,1,0.3513261675834656,0.03821390122175217,1,467,109,35,1,1,1,202
itinerant,1,0.3571071028709412,0.06117835268378258,1,13,16,1,1,1,1,36
shuffler,1,0.32552653551101685,0.10062087327241898,1,3,0,0,0,0,0,0
travel,1,0.4013717174530029,0.18151508271694186,1,34535,2877,833,1,1,1,4840
approached,1,0.31813710927963257,0.3431330919265747,1,651,335,63,1,1,1,647
avoid,1,0.3730010688304901,0.3260740637779236,1,31371,1090,280,1,1,1,2137
celtic,1,0.3640192151069641,0.08472589403390884,1,81,101,13,1,1,1,3
bar,1,0.3408364653587341,0.0961850732564926,1,56254,5902,1655,1,1,1,7137
passenger,1,0.5141371488571167,0.33409881591796875,1,15793,2746,855,1,1,1,3986
artist,1,0.3890486657619476,0.1126234233379364,1,4429,1407,295,1,1,1,3015
kerb,1,0.4522501826286316,0.3113337457180023,1,3978,174,62,1,1,1,255
commonplace,1,0.4326956868171692,0.12539289891719818,1,196,65,13,1,1,1,139
feet,1,0.277121901512146,0.1640157848596573,1,13274,1195,312,1,1,1,2156
pockets,1,0.24754460155963895,-0.0225427895784378,1,431,74,13,1,1,1,154
scenic,1,0.4611756503582001,0.2855050563812256,1,422,361,118,1,1,1,533
tramlines,1,0.4264219105243683,0.16734224557876587,1,25,21,5,1,1,1,32
boulevard,1,0.4937483966350555,0.2965407967567444,1,1571,1452,611,1,1,1,611
rider,1,0.4519941806793213,0.24801772832870486,1,23250,759,214,1,1,1,1156
plodding,1,0.4408973753452301,0.059820689260959625,1,147,6,4,1,1,1,9
viaduct,1,0.4387104511260986,0.18397659063339236,1,610,614,196,1,1,1,655
route,1,0.4170646071434021,0.3119708299636841,1,27063,4656,1744,1,1,1,6130
concourse,1,0.39026397466659546,0.18341970443725586,1,261,417,215,1,1,1,482
wait,1,0.2199854552745819,0.04454125091433525,1,47447,1367,360,1,1,1,2193
nature,1,0.4551860988140106,0.16673877835273745,1,3565,1290,283,1,1,1,2330
side,1,0.4605066776275635,0.21446938812732694,1,298361,13459,6799,1,1,1,15729
sidewalks,1,0.4985818266868591,0.3113872706890106,1,77442,719,522,1,1,1,845
signals,1,0.3863778412342072,0.20507928729057312,1,16329,558,249,1,1,1,766
paved,1,0.3755862712860107,0.24509671330451965,1,2409,919,428,1,1,1,1319
depot,1,0.2959133982658386,0.14899107813835144,1,418,660,126,1,1,1,957
cer,1,0.28873252868652344,0.01883237063884735,1,142546,5841,1492,1,1,1,9448
stopped,1,0.3412545621395111,0.31682273745536804,1,79816,727,135,1,1,1,1423
rope,1,0.2922747135162353,0.21157234907150269,1,31096,4504,985,1,1,1,7928
community,1,0.3908063769340515,0.18341690301895144,1,16944,2894,712,1,1,1,4823
traffic,1,0.6015889644622803,0.4784031808376312,1,241141,6624,4684,1,1,1,7132
beacon,1,0.3545138239860535,0.2427724599838257,1,1422,205,74,1,1,1,155
injured,1,0.3834158182144165,0.4633176326751709,1,41167,764,272,1,1,1,1271
hour,1,0.24789005517959595,0.19662587344646454,1,28342,2494,548,1,1,1,4596
decks,1,0.2406929135322571,0.14384879171848294,1,240,136,53,1,1,1,209
killing,1,0.34907352924346924,0.243843287229538,1,27554,598,164,1,1,1,1087
drill,1,0.2304140031337738,0.2103911638259888,1,450,193,18,1,1,1,416
cyclist,1,0.6252197027206421,0.6007354259490967,1,287926,1969,1874,1,1,1,1946
walking,1,0.5040562152862549,0.2746349275112152,1,106348,1494,762,1,1,1,2081
navigation,1,0.4203439950942993,0.25568103790283203,1,533,470,105,1,1,1,662
banal,1,0.5179703235626221,0.09587402641773224,1,484,27,10,1,1,1,37
pretty,1,0.334515392780304,0.15695860981941226,1,20120,136,30,1,1,1,239
literary,1,0.4623260200023651,0.1896498501300812,1,150,175,32,1,1,1,477
main,1,0.4223254919052124,0.13864734768867493,1,57623,10245,4023,1,1,1,12830
kill,1,0.2898993194103241,0.2023354321718216,1,229530,2266,744,1,1,1,3923
unremarkable,1,0.4787664115428925,0.04806369915604592,1,71,13,3,1,1,1,27
promenades,1,0.466299295425415,0.07525686919689177,1,194,59,25,1,1,1,79
walked,1,0.34138911962509155,0.2882393002510071,1,8728,272,85,1,1,1,480
bus,1,0.4569554328918457,0.3093937039375305,1,177031,7690,2878,1,1,1,9990
technology,1,0.3824746012687683,0.14282165467739105,1,7309,1104,169,1,1,1,1840
hackneyed,1,0.4314840137958527,0.15676890313625336,1,79,9,7,1,1,1,10
buttons,1,0.2761017978191376,0.07273693382740021,1,6828,69,28,1,1,1,140
powerbook,0,0.24904298782348636,0.007339378818869591,0,0,0,0,0,0,0,0
pulp,0,0.2433033436536789,0.145857036113739,1,236,69,9,1,1,1,153
cod,0,0.1703130155801773,0.05926184356212616,1,5682,913,170,1,1,1,1606
tart,0,0.3147265911102295,-0.02836047112941742,1,61450,4084,927,1,1,1,7566
blueberry,0,0.2649443447589874,-0.003736067563295365,1,21,5,0,1,0,1,8
cranberry,0,0.2978048920631409,0.05075494199991226,1,24,13,1,1,1,1,10
turnip,0,0.22111326456069946,0.22222280502319336,1,31,9,0,1,0,1,26
malus,0,0.3079380691051483,0.15930017828941345,1,7,6,2,1,1,1,2
layout,0,0.4270249903202057,0.08001933991909027,1,2468,707,168,1,1,1,1200
griffin,0,0.2719061076641083,0.189390629529953,1,1153,88,12,1,1,1,21
stem,0,0.3093090057373047,0.009997544810175896,1,28708,4743,1496,1,1,1,7422
flower,0,0.3256356418132782,0.16172237694263458,1,2420,564,117,1,1,1,1020
beam,0,0.3644702732563019,0.09667257964611052,1,1005,566,135,1,1,1,899
plums,0,0.2439730167388916,0.042207248508930206,1,38,24,3,1,1,1,21
bark,0,0.1844668686389923,0.23635658621788025,1,1567,423,81,1,1,1,649
dec,0,0.12405210733413695,0.11449607461690905,1,72386,8111,2478,1,1,1,9947
pastry,0,0.2457927167415619,-0.017043564468622208,1,52,27,1,1,1,1,71
camomile,0,0.2481068074703217,-0.017630027607083317,0,0,0,0,0,0,1,1
sauce,0,0.26378315687179565,-0.04296135902404785,1,388,54,3,1,1,1,113
canada,0,0.1387510895729065,0.0659787729382515,1,1486,1224,284,1,1,1,5
marmalade,0,0.2739758491516113,0.06163214892148972,1,14,8,0,1,0,1,6
lime,0,0.3109196126461029,0.1718572974205017,1,3998,657,124,1,1,1,1099
dessert,0,0.2893228530883789,0.016701634973287582,1,80,23,2,1,1,1,70
beefsteak,0,0.29519736766815186,0.09557604789733888,1,1,1,0,1,0,1,2
egg,0,0.2373059242963791,0.130598783493042,1,7752,580,80,1,1,1,1200
symbolism,0,0.3767864108085632,0.07444970309734343,1,68,33,6,1,1,1,83
polo,0,0.29398906230926514,-0.013853470794856548,1,4061,370,49,1,1,1,868
pests,0,0.2525615096092224,0.14714215695858002,1,28,10,1,1,1,1,16
crabapple,0,0.36071711778640747,0.09450940787792206,1,15,4,1,1,1,1,6
chamomile,0,0.21978777647018435,-0.1123107373714447,1,3,0,0,0,0,0,0
parer,0,0.4172597527503967,0.013032890856266022,0,0,3,1,1,1,1,5
berry,0,0.2730402946472168,0.01698821410536766,1,1529,350,38,1,1,1,587
mccarthy,0,0.16720926761627194,0.08394849300384521,1,147,0,0,0,0,0,0
adobe,0,0.21931718289852145,0.06438358873128891,1,18,42,7,1,1,1,62
cherries,0,0.23571810126304624,-0.0267842561006546,1,35,12,0,1,0,1,18
pea,0,0.1880823522806168,-0.0400577075779438,1,73056,5910,1426,1,1,1,9643
aas,0,0.04776014387607575,0.02628331258893013,1,1736,140,27,1,1,1,331
barbados,0,0.2528207004070282,0.01898164302110672,1,8,17,1,1,1,0,0
applewood,0,0.3439929783344269,-0.011152636259794235,0,0,0,0,0,0,0,0
smith,0,0.1766558587551117,0.04632435366511345,1,6947,1009,160,1,1,1,595
pear,0,0.2783914804458618,0.014809437096118929,1,15634,2930,610,1,1,1,5570
cantaloupe,0,0.1997518390417099,0.09164495766162872,1,7,1,0,1,0,1,2
greening,0,0.3695943653583527,0.13521808385849002,1,259,31,8,1,1,1,35
wine,0,0.3294345140457153,0.061681613326072686,1,885,400,64,1,1,1,781
data,0,0.3142116367816925,0.0685729831457138,1,15228,690,104,1,1,1,1572
ideology,0,0.3140856623649597,0.14027714729309082,1,237,44,2,1,1,1,120
pomo,0,0.24464651942253116,-0.04312721267342568,1,184,51,11,1,1,1,53
bone,0,0.3573715090751648,0.1505631059408188,1,2255,400,46,1,1,1,759
prune,0,0.27738362550735474,0.07928059250116347,1,82,28,3,1,1,1,41
scent,0,0.2728894054889679,0.028564635664224625,1,2286,824,172,1,1,1,1730
theft,0,0.33934080600738525,0.3291002511978149,1,1038,261,51,1,1,1,338
radish,0,0.3343413472175598,0.09987081587314606,1,147,6,0,1,0,1,15
hag,0,0.16711479425430298,-0.006655551493167877,1,3928,617,165,1,1,1,883
potatoes,0,0.22143130004405973,-0.006277354434132576,1,85,52,0,1,0,1,106
ash,0,0.2215225100517273,0.020854830741882324,1,179570,5393,1609,1,1,1,8179
portable,0,0.3816007375717163,0.041138987988233566,1,360,136,26,1,1,1,244
cake,0,0.22371302545070648,-0.061882726848125465,1,1484,104,13,1,1,1,227
skin,0,0.3094891905784607,0.043042123317718506,1,30530,659,97,1,1,1,1324
flavors,0,0.26116687059402466,-0.061809800565242774,1,35,6,3,1,1,1,25
sardi,0,0.2511805593967438,0.1282709240913391,1,25,33,0,1,0,1,24
sugar,0,0.2132539749145508,0.01807829737663269,1,12504,247,29,1,1,1,381
sweet,0,0.374708354473114,0.045066691935062415,1,1741,248,28,1,1,1,327
beech,0,0.3288713097572327,0.13552230596542358,1,66,153,13,1,1,1,88
dark,0,0.4302345514297485,0.08469448983669281,1,11588,741,125,1,1,1,1130
asparagus,0,0.27964067459106445,0.06462082266807556,1,6,11,1,1,1,1,28
satsuma,0,0.2356391251087189,0.18386435508728027,1,2,4,1,1,1,0,0
apple,0,0.29234960675239563,-0.005490396171808243,1,1955,389,69,1,1,1,349
elm,0,0.2140800952911377,0.2960360944271088,1,21269,1266,242,1,1,1,2327
gourd,0,0.15970543026924133,0.032865393906831734,1,21,7,0,1,0,1,11
eyes,0,0.2948170304298401,0.10634298622608183,1,8456,366,50,1,1,1,639
shoots,0,0.3101021349430084,0.2889687120914459,1,753,98,9,1,1,1,201
griffon,0,0.2361615002155304,0.07906384766101837,1,2,9,0,1,0,1,5
pomegranate,0,0.30119800567626953,-0.017943460494279858,1,58,10,1,1,1,1,18
carrots,0,0.16768163442611694,0.02419983595609665,1,50,5,0,1,0,1,12
making,0,0.2851598858833313,0.10865537822246553,1,59238,2173,474,1,1,1,4441
cookie,0,0.24254682660102844,0.014393314719200134,1,753,33,1,1,1,1,56
mouthful,0,0.3349664211273193,0.04742510616779328,1,55,4,0,1,0,1,2
sandwiches,0,0.26282334327697754,0.04466034844517708,1,89,30,5,1,1,1,64
lisa,0,0.14835426211357114,-0.019470769912004467,1,3071,522,64,1,1,1,1071
bitter,0,0.3131603002548218,0.044895336031913764,1,322,110,18,1,1,1,214
nyse,0,0.07866231352090836,0.011110009625554085,1,39,0,0,0,0,1,2
profile,0,0.3622144460678101,0.0935366302728653,1,1467,363,54,1,1,1,934
cordon,0,0.3601572513580322,0.053810812532901764,1,1407,63,20,1,1,1,102
quicktime,0,0.3185446858406067,0.016613060608506203,1,1,0,0,0,0,0,0
nuts,0,0.26098108291625977,0.05213426798582077,1,2487,130,20,1,1,1,272
rowan,0,0.30230021476745605,0.11660392582416534,1,86,41,6,1,1,1,18
barrel,0,0.2332475930452347,0.16078224778175354,1,1410,179,31,1,1,1,336
japanese,0,0.2584715783596039,0.12656091153621676,1,58,514,74,1,1,1,2
pumpkin,0,0.2922552824020386,0.10280494391918182,1,249,32,1,1,1,1,38
empire,0,0.25435519218444824,0.1564999520778656,1,495,528,65,1,1,1,273
bush,0,0.2806427478790283,0.06523209810256958,1,3067,600,101,1,1,1,732
knife,0,0.3193963170051575,0.15033996105194092,1,2648,186,35,1,1,1,268
cup,0,0.19778326153755188,0.010959899052977562,1,11460,2740,530,1,1,1,4888
chestnut,0,0.3262331783771515,0.2511998414993286,1,66,100,21,1,1,1,79
hopper,0,0.3042899668216705,0.089176706969738,1,2672,309,99,1,1,1,475
beauty,0,0.3685894012451172,0.028616961091756817,1,1276,323,47,1,1,1,534
toffee,0,0.19719505310058594,0.014669455587863922,1,38,3,0,1,0,1,6
bag,0,0.3279126286506653,0.05748862773180007,1,12526,934,173,1,1,1,1432
stick,0,0.3025020956993103,0.09728796780109407,1,6124,343,58,1,1,1,647
chip,0,0.3224906325340271,0.0013877041637897491,1,1502,323,49,1,1,1,508
notebook,0,0.2571370005607605,-0.022248072549700737,1,48,26,2,1,1,1,39
aggregate,0,0.32922011613845825,0.16681906580924988,1,197,86,18,1,1,1,188
butter,0,0.21901977062225345,0.02446034550666809,1,1596,233,37,1,1,1,271
brinjal,0,0.1408335417509079,0.025297904387116432,0,0,1,0,1,0,1,1
watermelon,0,0.28529274463653564,-0.02939920872449875,1,83,10,0,1,0,1,15
color,0,0.32686546444892883,0.04774834960699082,1,9957,1099,231,1,1,1,1664
shortbread,0,0.2597301006317139,0.036067482084035866,1,26,0,0,0,0,1,3
blossom,0,0.24382513761520386,0.1425737887620926,1,451,85,11,1,1,1,103
cents,0,0.17707759141921994,0.018371623009443283,1,536,229,60,1,1,1,488
raspberries,0,0.2618008553981781,-0.11872471123933792,1,5,2,1,1,1,1,4
cookies,0,0.21222205460071564,-0.019342493265867237,1,619,11,1,1,1,1,33
spy,0,0.2937349081039429,0.09358832240104677,1,533,150,18,1,1,1,220
mildew,0,0.2017436921596527,0.11285082995891572,1,2,1,0,1,0,1,2
cinnamon,0,0.25982901453971863,-0.005050867795944214,1,36,10,2,1,1,1,27
orange,0,0.37315115332603455,0.11665470153093338,1,2128,552,100,1,1,1,512
alligator,0,0.3063400387763977,0.1856969892978668,1,327,25,3,1,1,1,34
cheddar,0,0.2593795955181122,0.019084036350250244,1,147,6,3,1,1,1,2
rind,0,0.23255015909671786,-0.021586034446954727,1,1865,203,31,1,1,1,458
figs,0,0.2160896062850952,0.057420294731855386,1,37,23,2,1,1,1,42
nectarine,0,0.3682523965835571,0.07120548188686371,1,4,0,0,0,0,0,0
center,0,0.3816086947917938,0.22567662596702576,1,8536,4536,1694,1,1,1,5048
pecans,0,0.16495393216609955,-0.04752670973539352,1,2,1,0,1,0,1,2
snack,0,0.390375018119812,0.043727431446313865,1,304,104,24,1,1,1,199
rust,0,0.2295513600111008,0.02340072020888329,1,15011,1362,212,1,1,1,2822
cart,0,0.3839755356311798,0.21951860189437866,1,5891,1014,218,1,1,1,1231
cooking,0,0.2695343494415283,0.025545187294483185,1,327,94,6,1,1,1,197
ipod,0,0.2009025067090988,-0.010597925633192062,1,223,19,1,1,1,1,56
bell,0,0.3063356876373291,0.13236971199512482,1,16925,1822,324,1,1,1,2611
niece,0,0.26475054025650024,-0.003366611897945404,1,292,32,3,1,1,1,105
jonathan,0,0.16190478205680847,0.035930708050727844,1,436,163,19,1,1,0,0
madison,0,0.3598962128162384,0.0941411703824997,1,151,277,48,1,1,1,1
worm,0,0.2633309364318848,0.11385632306337355,1,233,97,15,1,1,1,100
hazelnut,0,0.3221609592437744,3.1094998121261603e-05,1,4,2,0,1,0,1,10
paris,0,0.2355688363313675,0.050975359976291656,1,3071,1526,286,1,1,1,1937
xerox,0,0.07029743492603302,0.08542382717132567,1,1,12,1,1,1,1,3
oak,0,0.21752910315990448,0.14949175715446472,1,3156,994,215,1,1,1,844
refrigerator,0,0.19907721877098086,0.03860149160027504,1,34,39,1,1,1,1,84
ceo,0,0.01052790693938732,0.05278422310948372,1,1596,79,12,1,1,1,225
bug,0,0.2936217188835144,0.1862925887107849,1,7274,232,44,1,1,1,283
bellflower,0,0.2969069480895996,0.1606816053390503,0,0,2,0,1,0,1,1
palm,0,0.2832608222961426,0.1817016899585724,1,755,559,101,1,1,1,341
may,0,0.17804883420467374,0.1354759931564331,1,58539,6325,1807,1,1,1,6010
fruit,0,0.34795379638671875,0.026989102363586426,1,1376,379,43,1,1,1,773
kernel,0,0.3076719343662262,0.13282214105129242,1,47,10,1,1,1,1,26
dish,0,0.28916770219802856,-0.012376202270388605,1,4247,554,85,1,1,1,1254
worms,0,0.193705216050148,0.016134679317474362,1,114,41,9,1,1,1,45
jose,0,0.2228642851114273,0.073396697640419,1,1177,1036,130,1,1,1,11
cran,0,0.3730599284172058,0.008638523519039154,1,2896,506,88,1,1,1,642
blade,0,0.3032198548316956,0.15175265073776245,1,731,174,38,1,1,1,249
fritters,0,0.21142888069152832,-0.04098936170339584,1,5,1,0,1,0,1,3
cobbler,0,0.36201363801956177,0.0677897036075592,1,26,22,7,1,1,1,25
bread,0,0.24575096368789676,0.07757989317178726,1,720,172,22,1,1,1,355
bruise,0,0.28044000267982483,0.13802188634872434,1,430,36,3,1,1,1,64
crisps,0,0.2313969433307648,-0.037997469305992126,1,19,4,0,1,0,1,7
lemon,0,0.3040356934070587,-0.02147722616791725,1,657,100,15,1,1,1,148
metel,0,0.294095516204834,0.08583752065896988,1,3,0,0,0,0,1,3
onion,0,0.2546592354774475,0.039829574525356286,1,161,51,4,1,1,1,97
carrot,0,0.2519322633743286,-0.006171166896820068,1,85,18,0,1,0,1,26
newton,0,0.2471641302108765,0.15756939351558685,1,188,157,27,1,1,1,12
beet,0,0.2484834343194961,0.1793578416109085,1,224,100,8,1,1,1,112
picture,0,0.33021754026412964,0.12393692135810852,1,12121,918,145,1,1,1,1731
companies,0,0.23828046023845675,0.14806899428367615,1,3960,1122,140,1,1,1,2582
applesauce,0,0.27329805493354803,0.025971740484237667,1,3,0,0,0,0,1,1
adam,0,0.19913390278816226,0.0600605383515358,1,8472,638,91,1,1,1,367
papaw,0,0.30283957719802856,-0.006967438384890556,1,3,1,0,1,0,1,1
head,0,0.29101425409317017,0.17751209437847135,1,56618,4973,1186,1,1,1,7931
garden,0,0.4089789688587189,0.17226620018482208,1,3995,2310,692,1,1,1,2408
growers,0,0.16248640418052673,0.16467712819576266,1,3,21,2,1,1,1,49
asin,0,0.15246646106243136,-0.07841029018163681,1,45844,2395,499,1,1,1,4802
vegetable,0,0.4400990605354309,0.120889812707901,1,277,181,22,1,1,1,455
walnuts,0,0.2560022473335266,0.003170520067214966,1,147,4,1,1,1,1,14
darling,0,0.2940695881843567,-0.00288313627243042,1,221,170,35,1,1,1,12
pepper,0,0.31424790620803833,0.03585009276866913,1,10585,160,20,1,1,1,192
reaching,0,0.3196900486946106,0.1317015290260315,1,10231,599,101,1,1,1,1358
plum,0,0.2405133843421936,0.0575849823653698,1,925,250,24,1,1,1,389
concord,0,0.3283812403678894,0.1655077040195465,1,11,142,19,1,1,1,16
delicious,0,0.3964201807975769,0.02031730301678181,1,401,17,2,1,1,1,32
piece,0,0.35960960388183594,0.06509410589933395,1,13192,1275,252,1,1,1,2494
seeds,0,0.19446131587028506,0.04890433698892594,1,125,60,1,1,1,1,118
ashe,0,0.2136434316635132,0.07293354719877243,1,29691,1280,294,1,1,1,2295
powdery,0,0.2792818248271942,0.0986991971731186,1,7,4,0,1,0,1,6
appel,0,0.3521425127983093,-0.0257462989538908,1,181,129,23,1,1,1,243
hickory,0,0.1817027032375336,0.10501249134540558,1,8,33,3,1,1,1,23
sodom,0,0.33243033289909363,0.05862687528133392,1,12,11,0,1,0,1,18
crunch,0,0.25214916467666626,0.008383233100175858,1,367,36,7,1,1,1,52
ascot,0,0.2998870611190796,0.16871167719364166,1,433,104,13,1,1,1,223
cooker,0,0.18677033483982086,0.11281776428222655,1,32,25,0,1,0,1,45
temple,0,0.3144982159137726,0.17499543726444244,1,684,603,113,1,1,1,641
jacks,0,0.2489256709814072,0.09431510418653488,1,612,545,92,1,1,1,70
